Tiền và các khoản tương đương tiền,Đầu tư tài chính,Các khoản phải thu,Hàng tồn kho,Tài sản cố định,Bất động sản đầu tư,XDCB dở dang,Tài sản khác,Nợ phải trả,Vốn chủ sở hữu,Doanh thu kế hoạch năm kế hoạch,Lợi nhuận kế hoạch năm kế hoạch,Tổng nhu cầu vốn,Nguồn vốn cần vay,Thời gian sử dụng hạn mức (năm),Phần trăm chấp nhận cho vay
710730952.2465721,1023950050.0464457,1111959365.245127,2117916116.5255039,4740822888.534232,1719452073.5220892,893825235.5289606,845280114.7589911,737538860.7245852,617433020.465152,3968035920.3659015,1263470101.3105555,6914345649.636322,3919191593.7910438,5,0
472434260.76571804,124551958.32983793,1045334071.2795954,2268262557.0409565,568225130.0706601,2051837045.4474187,1431249320.274671,220970948.1783612,7951692788.606357,1347146323.9049397,5845434085.184755,2539414454.5521703,5701776348.923984,1043016050.2584087,3,0
607496420.2154526,619541100.1179816,2963061246.886608,292512605.9800515,4411387391.7445755,3560150829.7159867,1562898140.5153399,19672760.071585465,7271997963.611297,4420748985.9426365,6533659558.633599,443685822.6835686,8877308092.903948,178743361.06391436,5,0
691257796.4521118,830234220.3715094,1876756846.2298272,2410921375.195207,3826010418.492997,4269605846.1743956,1687952689.9742796,480776546.33224165,3447212356.18671,1839081248.4824545,7637448436.380571,60220870.92580732,4651611250.124064,2484854857.728268,2,0
927293283.9058613,330340908.0225779,2478844716.436819,199794336.61388722,2782014590.3812704,2185312073.556873,1458768567.2747092,960668604.1223003,602254128.7269813,2825297383.471331,6787482557.875168,3457256396.117805,4696133306.053657,4714682617.735905,3,0
823994820.8034337,27435669.95197508,1353425296.6483057,2612667802.2449813,8488878149.66343,2620556044.1915545,328437494.2042642,815300180.0150871,7309632355.4242115,1217295432.348843,6065804771.830103,3069827599.000955,2318481109.705591,4437943230.2804,3,0
497636444.5465821,1516386692.5920174,591725829.0797231,1182800124.0460534,8335015146.987107,3736984880.5523467,1873192902.6228325,411353247.9273051,2334416042.660472,8306871069.524235,5097149669.127584,47032406.49768407,1799221956.1261613,4911183290.645468,1,0
440825802.47520554,1704752478.901789,988026159.6063056,1645297664.2777016,3068695169.0142,1140242837.0747833,434645842.78796893,179223595.4664639,8580404554.915198,322850845.88004327,2842166692.069751,247435350.32382405,6628445180.772477,1270334092.4072948,2,0
656402704.1930315,465912286.7235306,1051459256.0517489,877047661.6729783,3950076989.7303,2086728580.9104173,721561695.0271538,572284553.5921347,4729935417.892076,3179260264.2175255,2423646170.450044,1100757014.9440448,3416687312.976115,3492194871.896687,5,0
734866451.6036849,17562672.76510045,1703439324.2869542,1285725319.73616,6778783167.4350605,4061055937.9706006,863925482.949422,880306040.6396208,6450845652.118003,2338228953.1179714,7604933911.759672,4531363596.261274,6546954760.370636,326439084.2960293,1,0
176790280.11573923,1780974525.3981237,480754737.42441624,2537129354.260753,7523761372.425196,4474525698.923461,1427702078.5233319,718687197.9666662,4183275855.994388,94558146.22335747,6484363838.390543,3265371107.661113,6992528534.079844,4027091365.1807833,5,0
37361873.11991099,276580363.4663694,1173314001.145772,894132005.2620281,1035203495.6161331,3231624700.7841907,1405460668.3714228,542499221.8636354,297791561.5312473,8358810307.427023,6022165691.294635,4025976287.0882893,8139286779.618862,2642632453.6278934,3,1
457379587.5559742,812426523.9804766,319719983.35035133,1696898927.0787032,4442614091.011845,1979108993.0181873,1923831693.4622421,736202137.2537746,615383754.4270964,2836195025.1409025,2403652883.050642,3798593367.842912,3904200622.9015446,4981616088.859636,4,0
103955856.66440956,738272832.6225506,1499660557.737461,1944766545.4274013,8234815761.068428,3037495224.923943,385139088.5765607,964831408.2975986,8785041622.957733,4530430262.212112,8731198597.501015,4915210117.635456,952986991.0818295,1237972562.0928106,3,0
276369849.9865792,336880187.1626407,2843324791.64505,447760520.1316585,5998062839.80583,910633109.9315797,906951801.0097088,554930041.5075444,3739584800.2520475,5251806346.91022,823685894.4523009,4751034824.889069,293324767.0450194,3934008776.628174,2,1
586815901.3661802,1201633017.9890583,1030022351.1906024,2335670095.7164254,4909548903.750365,165893149.05505365,415427662.3380612,557571205.4107002,1689409068.514495,5502108219.27266,7560453035.162908,341194678.6467166,2697741543.17051,896230676.0742306,5,0
155694772.79869494,1837898759.3119218,168143102.273393,2997212006.6379576,6476497954.286282,391583910.45517224,1348399633.010548,481210302.24235755,6496644226.15466,4153141338.270919,1975943871.9265127,118328214.2893264,8399045201.22051,1471551265.45301,1,0
33350575.027016565,1032309434.1685582,1834106349.6915212,473633911.28885907,5969813207.5195,558698642.8876208,433931428.7971627,568779912.4900202,7945619118.845548,5352587956.510153,3591140356.540063,2487857839.091437,6755416533.919064,1513037131.4608219,3,0
556827790.947484,1946095649.6615047,1911494415.5683384,2305974549.811753,8483127420.014521,1143784293.718694,1737107410.0843837,636986417.347239,2439500877.25441,6770813817.527527,3908127041.1863422,1362268320.9958463,5076425313.845478,2910441717.0830593,5,0
468896412.51576024,389635801.1437626,1449117732.9249704,449748549.45639235,8218095397.529383,2319394033.8250246,1965653669.9349837,208257781.01609385,5161560998.27673,8569759474.91602,5998041131.89164,2525309550.0980473,2232582787.3961153,1857292440.9789195,1,1
309771551.61916816,1698519684.2632673,1202641573.4151428,2851266196.9050884,3610093935.073934,1176895866.2947016,640511987.3379891,570189047.7097484,2246213769.038732,5920194687.584594,4965295025.762652,457913126.0189053,6444222535.452949,2221639470.024218,3,0
471441881.6804762,521247076.86545616,2680140509.7590127,1238846907.3979897,336572176.611419,2933458424.3847203,1481330156.1959732,18390056.040405653,7411840937.514044,4170821115.401555,1756147454.9033105,4544768360.511432,6693542925.929114,2632939654.935497,4,1
685105026.1767962,508577599.9693606,2816542806.127176,2939951709.9168444,3027455672.7373714,4991533145.794971,1070273487.2017152,938239700.1557947,826854955.327146,4012548462.926284,367146731.0122429,3871628508.868468,2150969310.8485866,328289368.60934377,4,0
113455732.49318166,244205997.39044148,2026021516.443392,213074180.44841856,1865864654.486573,2500941850.586883,724965473.2105145,42650099.23047767,3384102617.208488,6394519128.446326,6483199055.85128,2762822017.389784,6402314725.892186,3343543515.029059,3,1
259410996.5378142,1728629683.3029382,1513650424.1087787,2375033611.2893076,1227392933.379332,3789139665.7426786,390540712.47152203,958362324.6448467,3450068749.9675536,5650776215.578014,4593814414.831532,2328029560.392636,1170075875.6617174,3263871201.6445465,2,1
795985643.7058551,1452866875.2349494,221292152.25855398,1425400517.0467262,7997096660.511382,1476159755.829944,1441224107.7030194,969147803.4882472,5750473749.138611,3795071580.0048504,3319894017.6824102,2345127923.7777195,1004969825.1592143,4825769123.537532,4,0
671772079.4881,689897098.8641666,917093697.4567267,875587159.1579969,6403885845.923745,4815141087.569665,325898687.7023821,529156278.8268626,1644977695.9763982,3036263576.0681624,2632399703.3058243,3084257104.2616897,591572309.2649419,710266540.8337758,5,0
269922255.8034828,705339451.0359986,869573399.0789559,2246185373.159032,341579196.1063463,1260545268.4491398,568468653.792458,335756088.9572416,4301311233.520788,8938474817.413237,7425094419.517304,2728978529.955189,7310767232.729281,203285581.9690588,2,0
401159788.52639776,1691141277.4681609,193562638.7423797,1909632960.2448716,8281796899.885031,2991222397.043717,1840026956.919543,189025963.0633692,4990809929.810475,6905836949.0451975,7180228279.264053,2413778656.5813203,2508440961.576815,709473021.6684017,2,0
124150905.78344782,1855887658.4330373,2533222028.0656204,2709625894.9858527,8131932985.431399,4916986882.933486,1021645506.4652876,166363821.89371422,8023382013.787031,1876845769.3681579,7451847870.63262,3397887577.2209487,5477167261.643984,2141201010.8155766,3,0
256861969.1085981,1208827562.6617773,2603801866.954622,753940970.5052541,8547034165.017403,4045063126.4916153,1709628361.726024,241744269.77259883,4763538313.79578,2643701613.7291093,2050034037.3689759,3826079752.060852,1385898596.2466764,1108970661.3090959,5,0
841946081.7499847,819610315.5695907,2738865232.6755414,2819838681.931477,7477390180.633566,4960325865.758637,1537412652.8641474,478825484.1453048,1230712292.5054631,8045324254.915944,7682443253.508575,3216553971.218197,4037588437.8562284,1120773859.9665265,5,1
443208590.52303857,115755805.14363332,2230591745.4644322,1929185969.6832879,755951568.5261956,1911095168.912294,758715480.874813,744183647.8285279,956944913.8007969,5954246115.060988,8871305888.260668,1959979756.8602176,346539974.6622009,4353520110.67163,1,0
642091383.1820121,261864379.43915826,2137331630.7013292,1356797849.3887353,5624016620.153164,406604856.12475896,443868664.89264065,401735940.0959656,8321032206.927098,2810560478.3593116,5432458928.2067995,2074548250.2079155,7753570284.263729,1652963563.2241266,4,0
163942763.36521348,292157766.9684508,1443922998.256901,168862625.0292203,793637227.6289725,1232583467.3213396,208822421.80377212,782107021.5171146,8818034037.265419,3290608524.5624323,519822285.5465968,497166180.31776506,4903761278.301268,2113146479.5500047,4,0
187389135.66562417,560838655.624039,2575045854.1729836,2297876626.98497,6434897169.173746,4788915250.536401,1921649406.0592196,566763216.2847133,1544934790.857368,3422590828.4836993,6350161783.808751,2075654315.388163,8025541795.602064,3436546630.2654047,2,1
941216513.9259849,521493327.52074546,1540201006.0012171,2576620879.870408,1813230647.072276,1865478549.4663558,656155579.3398242,24180590.80793737,6774619487.92538,1692930865.8614867,4889151229.099558,3930032513.3986306,4263272658.6322155,1732713102.0674121,2,0
842226421.6868467,1090334479.2037764,108330504.03521846,2430657988.575147,8425520410.456772,641372698.6558195,1349498302.7441585,136132527.03819302,2293899934.8824553,4610295181.360471,6437221039.754412,337020231.6820215,2915314177.785271,2794064242.508434,3,1
791379105.3770885,1888758762.1790013,1763032904.9449222,2209641621.809371,8410831018.764167,2973661916.8514237,1463293496.057991,574388421.3199605,7504597024.0067215,6894824381.021976,1775295057.4709299,881719220.0474207,3667142125.857456,2638239500.0962925,5,0
332942332.3867916,1724705433.5143223,1183563621.607489,2908539401.493574,5371693654.788062,2512109616.2467556,403389251.1926756,165359746.56584796,914636814.286308,5085258337.582358,5491609576.641595,4213869877.162838,2270263698.2714257,1344517555.0576148,4,0
564942204.4480281,1023234377.4416109,1573467887.2618608,2548817357.1192536,6786449429.958401,331095945.8538941,1390667798.8636165,610270145.205077,3962231702.6387177,5910358707.882883,4898829659.109627,2841897682.59246,7981503807.53684,3599616361.195758,1,1
494879356.37436825,44423536.97740005,1333304166.61867,2784358280.644396,7730474001.531275,2275669321.4542623,28529079.575884018,448054260.41158944,5384829942.635343,5366569764.694603,5462167763.283094,3357638796.5329924,2730987021.4146895,4178862281.7779875,4,0
956449503.4468731,146113817.45560175,1500458618.4517488,2194131659.6063633,3532858422.7554684,3171686086.560361,842223701.8612126,691631829.3696102,7679890830.220814,548880956.0272472,6576952627.891191,1611187389.139471,2700645699.376308,3928104934.2585106,4,0
243436258.09312123,1722098305.1595917,343546725.91765887,2462419406.4963326,5233758979.408061,1178786057.3935044,707310042.1126657,294979873.30890006,7717703356.439226,1708779345.229685,4943529283.025714,2446551941.3327737,5721406193.478453,2006683917.0183876,4,1
947496811.2598644,574423752.9170065,63308941.37449893,874583063.0815121,1625409861.718311,639714842.9375744,1866299361.7373245,822517074.0514466,1699436035.5887074,3166128962.830425,2964112965.423772,3809073756.147932,1192287708.5654068,4668144606.976206,2,1
708316186.3571156,642999931.2305869,1033758459.9418354,2010008519.0324595,8870191483.94394,4326687818.892372,1972189989.4371314,391939866.89260024,8705711548.604202,8005330326.447127,2850133911.9811907,4380836701.989992,2050698264.3307045,4499874296.29918,5,0
416623087.14347017,288157137.80318964,778525847.169079,624560971.5948725,8368164238.3226185,3134731525.1152034,582995791.341067,797664734.0160153,5765045112.256127,3151257161.6638246,6285975797.451261,4871161555.363852,3926125108.368575,1370836682.864048,5,1
270023086.98276174,453995696.617582,765171990.2211086,217118723.31523573,4376616049.0672655,793179088.5037168,1223906672.7961473,24273942.45021936,5946017993.501157,2957510405.666201,6008282428.467722,4255872580.6839924,1725223806.6284976,663509559.2589132,4,0
